Carrier Code,Status,Name,Scac,Carrier Type,Type Description,Type Group
RM1166944,X,GREEN LINE TRUCKING INC,M293,CON,CONTRACT FLEET,Trucklo
RM1166987,X,SAC TRUCKING LLC,3251,CON,CONTRACT FLEET,Trucklo
RM1167019,X,GT ROAD TRANSPORT LLC,S095,CON,CONTRACT FLEET,Trucklo
RM1167023,X,APODACA S TRANSPORT LLC,SAFE,CON,CONTRACT FLEET,Trucklo
RM1167036,X,AP and SONS TRUCKING CORP,2613,CON,CONTRACT FLEET,Trucklo
RM1167044,X,ALPHA AGILE LOGISTICS LLC,0563,CON,CONTRACT FLEET,Trucklo
RM1168010,A,LION HEART TRUCKING LLC,0421,CON,CONTRACT FLEET,Trucklo
RM1168084,X,HERMES CARRIERS INC,M559,CON,CONTRACT FLEET,Trucklo
RM1168127,X,SANDEZ TRANSPORT CORP,A597,CON,CONTRACT FLEET,Trucklo
RM1168194,X,SSG TRUCKING LLC,U114,CON,CONTRACT FLEET,Trucklo
RM1168365,X,SKOKIE TRANS INC,M432,CON,CONTRACT FLEET,Trucklo
RM1168416,X,KANWAY EXPRESS,S057,CON,CONTRACT FLEET,Trucklo
RM1168742,X,LEINC TRANSPORT SERVICES LLC,M272,CON,CONTRACT FLEET,Trucklo
RM1169522,A,AST EXPRESS LLC,N698,CON,CONTRACT FLEET,Trucklo
RM116993,X,J AND K HAULING INC,S473,CON,CONTRACT FLEET,Trucklo
RM1170250,A,GLOBAL FREIGHT LLC,B053,CON,CONTRACT FLEET,Trucklo
RM117066,X,JUBIDU LLC,J603,CON,CONTRACT FLEET,Trucklo
RM117090,A,J and A TRANSPORT LLC,E592,CON,CONTRACT FLEET,Trucklo
RM117144,X,LATE NITE TRUCKING INC,J062,CON,CONTRACT FLEET,Trucklo
RM1171542,X,SCHMIDT TRANSPORTS LLC,S890,CON,CONTRACT FLEET,Trucklo
RM1171578,X,JLB EXPRESS LLC,S611,CON,CONTRACT FLEET,Trucklo
RM1171595,A,LMA TRUCKING INC,B729,CON,CONTRACT FLEET,Trucklo
RM1171660,X,RAKER LOGISTICS LLC,N287,CON,CONTRACT FLEET,Trucklo
RM1171666,X,PINO S BROTHER TRANSPORTATION,S576,CON,CONTRACT FLEET,Trucklo
RM1171694,X,MORNINGSTAR TRUCKING LLC,V410,CON,CONTRACT FLEET,Trucklo
RM1171697,X,SAINTERVIL TRUCKING LLC,U740,CON,CONTRACT FLEET,Trucklo
RM1171730,X,VK GLOBAL INC,U289,CON,CONTRACT FLEET,Trucklo
RM1171742,X,WINSTON TRANSPORTATION LLC,N094,CON,CONTRACT FLEET,Trucklo
RM117221,X,LINWOOD LOGISTICS LLC,1209,CON,CONTRACT FLEET,Trucklo
RM1172807,X,ROADWAY TRUCKING LLC,0627,CON,CONTRACT FLEET,Trucklo
RM1172825,X,ATLAS TRANSPORT LLC,S505,CON,CONTRACT FLEET,Trucklo
RM1172935,A,RC COMPASS,S894,CON,CONTRACT FLEET,Trucklo
RM1172981,A,WILSON TRUCKING INC,V624,CON,CONTRACT FLEET,Trucklo
RM1173001,A,LBJ TRUCKING LLC,B885,CON,CONTRACT FLEET,Trucklo
RM1173582,X,ROMELANDE TRUCKING INC,U608,CON,CONTRACT FLEET,Trucklo
RM117359,A,S AND S TRUCKING LINE LLC,A070,CON,CONTRACT FLEET,Trucklo
RM1173595,A,CLINT LARSON TRUCKING,B524,CON,CONTRACT FLEET,Trucklo
RM1173649,X,SOUTHWIND TRUCK LINES- INC.,S851,CON,CONTRACT FLEET,Trucklo
RM1173654,X,TRUE EXPEDITED DELIVERY INC,S037,CON,CONTRACT FLEET,Trucklo
RM1173730,X,RB SNAP SHOT LLC,S125,CON,CONTRACT FLEET,Trucklo
RM1173731,X,SAN EXPRESS TRUCKING LLC,M742,CON,CONTRACT FLEET,Trucklo
RM1173778,A,UNIFIED LOGISTICS INC,M355,CON,CONTRACT FLEET,Trucklo
RM1173798,X,FILADELFIA TRANSPORT LLC,S850,CON,CONTRACT FLEET,Trucklo
RM1174790,A,PROTRUCKIN,0720,CON,CONTRACT FLEET,Trucklo
RM1174792,X,UMUT TRANSPORTATION LLC,M799,CON,CONTRACT FLEET,Trucklo
RM1174843,X,BEN STRONG TRUCKING INC,N628,CON,CONTRACT FLEET,Trucklo
RM1174891,X,LA CHINAS TRUCKING LLC,S785,CON,CONTRACT FLEET,Trucklo
RM1174905,X,MADAL TRANSPORTATION LLC,0291,CON,CONTRACT FLEET,Trucklo
RM1174912,X,S H I LLC,S741,CON,CONTRACT FLEET,Trucklo
RM1174917,X,ROAD RUNNER BY PETO INC,0895,CON,CONTRACT FLEET,Trucklo
RM1174928,X,BY LOGISTICS INC,N843,CON,CONTRACT FLEET,Trucklo
RM1174934,X,GIRTEKA LOGISTICS INC,M254,CON,CONTRACT FLEET,Trucklo
RM117522,A,J D FREIGHT INC,2649,CON,CONTRACT FLEET,Trucklo
RM117536,X,K. A. T. TRUCKING- LLC,K896,CON,CONTRACT FLEET,Trucklo
RM1175665,A,NATIONAL TRANSPORT LLC,M826,CON,CONTRACT FLEET,Trucklo
RM1176037,A,CRICKET ENTERPRISES LLC,S014,CON,CONTRACT FLEET,Trucklo
RM1176041,X,WHITE HAWK TRANSPORT,N111,CON,CONTRACT FLEET,Trucklo
RM1176405,X,CARZ LLC,6622,CON,CONTRACT FLEET,Trucklo
RM117666,X,JS TRUCKING,0395,CON,CONTRACT FLEET,Trucklo
RM1176685,A,STILL HAWGIN  TRANSPORTATION,S414,CON,CONTRACT FLEET,Trucklo
RM1177290,X,RMIS TEST E MC111155,VOID,CON,CONTRACT FLEET,Trucklo
RM1177541,X,HOLHART TRANSPORTATION LLC,S179,CON,CONTRACT FLEET,Trucklo
RM1177572,X,VASCO TRANSPORTATION CORP,M374,CON,CONTRACT FLEET,Trucklo
RM1177587,A,BDT OF NC LLC,1212,CON,CONTRACT FLEET,Trucklo
RM1177588,A,A KINGS TRANSPORT,A394,CON,CONTRACT FLEET,Trucklo
RM1177614,A,H and CW TRANSPORT LLC,M847,CON,CONTRACT FLEET,Trucklo
RM1177616,X,MALIK BROTHERS INC,N118,CON,CONTRACT FLEET,Trucklo
RM1177628,X,EXTREME TRANSPORTATION INC,N460,CON,CONTRACT FLEET,Trucklo
RM1177643,X,M BROTHERS TRUCKING LLC,U330,CON,CONTRACT FLEET,Trucklo
RM1177730,X,KLYM SPIRIT INCORPORATED,U584,CON,CONTRACT FLEET,Trucklo
RM1177751,X,EDILBERTO SORTO,N191,CON,CONTRACT FLEET,Trucklo
RM1177787,X,LEOPER TRANSPORT LLC,A763,CON,CONTRACT FLEET,Trucklo
RM117794,X,ROLGON CORP,M637,CON,CONTRACT FLEET,Trucklo
RM117796,X,J.H.C- SOUTH- INC,S539,CON,CONTRACT FLEET,Trucklo
RM1178169,X,M1 EXPRESS,,CON,CONTRACT FLEET,Trucklo
RM1178345,X,GARCIAS TRANSPORT SERVICES,M360,CON,CONTRACT FLEET,Trucklo
RM1178423,A,JRE LOGISTICS- LLC,0147,CON,CONTRACT FLEET,Trucklo
RM1178691,X,DRN TRUCKING- LLC,V283,CON,CONTRACT FLEET,Trucklo
RM1178743,X,RADHOO INC,V277,CON,CONTRACT FLEET,Trucklo
RM1178751,A,APPWAY TRANSPORT  INC,0128,CON,CONTRACT FLEET,Trucklo
RM1178766,X,CALHOUN TRUCKING,M894,CON,CONTRACT FLEET,Trucklo
RM1178769,X,JP GARRETT,N440,CON,CONTRACT FLEET,Trucklo
RM117885,X,TITO LLC,K132,CON,CONTRACT FLEET,Trucklo
RM1179135,A,GODSPEED TRANSPORT LLC,5536,CON,CONTRACT FLEET,Trucklo
RM117917,X,Z and Z TRUCKING EXPRESS INC,8261,CON,CONTRACT FLEET,Trucklo
RM1179486,X,BENSOL EXPRESS,U377,CON,CONTRACT FLEET,Trucklo
RM1179517,X,GAVIV LLC,S742,CON,CONTRACT FLEET,Trucklo
RM1179530,X,WOLF PACK TRUCKING LLC,N777,CON,CONTRACT FLEET,Trucklo
RM1179534,X,BRILLIANT INTERNATIONAL LLC,N089,CON,CONTRACT FLEET,Trucklo
RM1179537,X,INFINITY LINES INC,ILIV,CON,CONTRACT FLEET,Trucklo
RM1179538,X,JCT TRUCKING,M454,CON,CONTRACT FLEET,Trucklo
RM1179651,X,L M R LOGISTICS LLC,N263,CON,CONTRACT FLEET,Trucklo
RM1179661,A,PREISLER TRUCKING LLC,U931,CON,CONTRACT FLEET,Trucklo
RM1179674,X,ANDERSON TRUCKING,S612,CON,CONTRACT FLEET,Trucklo
RM117969,X,JARA S TRUCKING INC,V089,CON,CONTRACT FLEET,Trucklo
RM1180103,A,RL HAWKINS TRUCKING  LLC,A544,CON,CONTRACT FLEET,Trucklo
RM1180125,A,ZEAL TRANSFOUR LLC,0901,CON,CONTRACT FLEET,Trucklo
RM1180140,A,SAT CARRIERS INC,7294,CON,CONTRACT FLEET,Trucklo
RM1180294,X,INDIGO LOGISTICS INC,0987,CON,CONTRACT FLEET,Trucklo
RM1180380,X,MCFEE TRUCKING- INC.,U018,CON,CONTRACT FLEET,Trucklo
RM118045,X,2030 NATIONAL TRANSPORT INC,TZTA,CON,CONTRACT FLEET,Trucklo
RM118051,X,DT LOGISTICS LLC,V615,CON,CONTRACT FLEET,Trucklo
RM1180736,X,LION 5 STAR TRUCKING LLC,N267,CON,CONTRACT FLEET,Trucklo
RM1181286,X,MNK TRANS LLC,N147,CON,CONTRACT FLEET,Trucklo
RM1181342,X,PIGGY BACK TRANSPORTATION LLC,N075,CON,CONTRACT FLEET,Trucklo
RM1181510,X,JJ TRANS LINES INC,A177,CON,CONTRACT FLEET,Trucklo
RM1181739,X,TIGEY TRUCKING LLC,C112,CON,CONTRACT FLEET,Trucklo
RM1181762,X,UH LOGISTICS LLC,N036,CON,CONTRACT FLEET,Trucklo
RM118207,X,GLOBAL EXPRESS,GEXF,CON,CONTRACT FLEET,Trucklo
RM118209,X,DJ TRUCKING,D924,CON,CONTRACT FLEET,Trucklo
RM118210,X,GOLDEN GATE LOGISTIC LLC,K370,CON,CONTRACT FLEET,Trucklo
RM1182136,A,RJ EXPRESS- INC,N346,CON,CONTRACT FLEET,Trucklo
RM1182177,A,PKD EXPRESS LLC,7400,CON,CONTRACT FLEET,Trucklo
RM1182185,X,BURNS and COMPANY LOGISTICS LL,S353,CON,CONTRACT FLEET,Trucklo
RM1182188,X,TRANSLINE LLC,M437,CON,CONTRACT FLEET,Trucklo
RM1182201,X,PLATINUM TRANSPORT SERVICE LLC,S777,CON,CONTRACT FLEET,Trucklo
RM1182250,X,MID-STATE FREIGHT MANAGEMENT,7961,CON,CONTRACT FLEET,Trucklo
RM1182269,A,LALA TRANSPORTATION INC,A044,CON,CONTRACT FLEET,Trucklo
RM1182271,X,CROSSWELL TRUCKING,M455,CON,CONTRACT FLEET,Trucklo
RM1182273,X,TLT  LOGISTICS INC,M724,CON,CONTRACT FLEET,Trucklo
RM1182275,X,NEW ERA TRUCKING INC,M451,CON,CONTRACT FLEET,Trucklo
RM118228,A,EMEX TRANSPORTATION LLC,0046,CON,CONTRACT FLEET,Trucklo
RM1182281,X,NSK TRANSPORT INC,U976,CON,CONTRACT FLEET,Trucklo
RM1182294,X,TD TRANZ LLC,N128,CON,CONTRACT FLEET,Trucklo
RM118238,X,CALIFORNIA EXPRESS FREIGHT LLC,D150,CON,CONTRACT FLEET,Trucklo
RM1182677,X,ZAKI S EXPRESS,N883,CON,CONTRACT FLEET,Trucklo
RM118278,X,SHERMAN LYNN FREIGHT LINES- IN,CLVM,CON,CONTRACT FLEET,Trucklo
RM118281,X,C R and J. TRANSPORT,L985,CON,CONTRACT FLEET,Trucklo
RM118284,A,ELITE LINES INC,2565,CON,CONTRACT FLEET,Trucklo
RM118301,X,FLYING HORSE TRANSPORTATION CO,FHTW,CON,CONTRACT FLEET,Trucklo
RM1183042,A,MAGI TRUCK INC,U813,CON,CONTRACT FLEET,Trucklo
RM1183050,X,JS CARGO TRUCK LLC,0997,CON,CONTRACT FLEET,Trucklo
RM1183059,A,GSC TRUCKING MKO LLC,2498,CON,CONTRACT FLEET,Trucklo
RM1183087,X,V and S TRANSPORTATION LLC,N027,CON,CONTRACT FLEET,Trucklo
RM1183119,X,MID STATE LOGISTICS LLC,N599,CON,CONTRACT FLEET,Trucklo
RM1183134,A,MARTINEZ TRUCKING,N295,CON,CONTRACT FLEET,Trucklo
RM1183173,X,GPI TRUCKING LLC,M656,CON,CONTRACT FLEET,Trucklo
RM1183199,X,MIRALEX EXPRESS,M920,CON,CONTRACT FLEET,Trucklo
RM1183206,X,NATIONWIDE CARGO EXPRESS INC,S990,CON,CONTRACT FLEET,Trucklo
RM1183211,X,FRENA TRUCKING,S922,CON,CONTRACT FLEET,Trucklo
RM1183223,X,M-57 SALES LLC,S766,CON,CONTRACT FLEET,Trucklo
RM1183241,X,CONTINENTAL TRANSAM LLC,U491,CON,CONTRACT FLEET,Trucklo
RM1183269,A,LOADSTAR TRANSPORT INC,7109,CON,CONTRACT FLEET,Trucklo
RM1183371,X,FREIGHT PROS NORTHEAST NJ,0397,CON,CONTRACT FLEET,Trucklo
RM1183716,X,G K TRUCK LINE INC,S823,CON,CONTRACT FLEET,Trucklo
RM1183739,X,SILACAL INC,0352,CON,CONTRACT FLEET,Trucklo
RM1184113,X,TREE TRANSPORT LLC,S430,CON,CONTRACT FLEET,Trucklo
RM1184211,A,OCEAN PRIME LOGISTICS LLC,B261,CON,CONTRACT FLEET,Trucklo
RM1184231,X,BHV TRANSPORT LLC,N279,CON,CONTRACT FLEET,Trucklo
RM1184234,X,A1 SALES LLC,M483,CON,CONTRACT FLEET,Trucklo
RM1184276,X,TIGER SOUTHWEST INC,N488,CON,CONTRACT FLEET,Trucklo
RM1184328,X,TRUCKERS FORUM TRANSPORTATION,M495,CON,CONTRACT FLEET,Trucklo
RM1184332,X,SDL CARRIERS INC,,CON,CONTRACT FLEET,Trucklo
RM1184379,X,CODAYVILLE ENTERPRISES LLC,U871,CON,CONTRACT FLEET,Trucklo
RM1184402,X,LEOSDANI TRUCKING,N665,CON,CONTRACT FLEET,Trucklo
RM1184414,X,FULL THROTTLE TRANSPORT LLC,S813,CON,CONTRACT FLEET,Trucklo
RM1184418,A,REGLOBAL LLC,3022,CON,CONTRACT FLEET,Trucklo
RM118474,X,TROYBOY TRANSFER- LLC.,N683,CON,CONTRACT FLEET,Trucklo
RM1184768,X,DENISE ETCHEGOINBERRY TRUCKING,M563,CON,CONTRACT FLEET,Trucklo
RM1185159,X,LBI LOGISTICS- INC.,U711,CON,CONTRACT FLEET,Trucklo
RM1185167,X,ASS TRUCKING LLC,S508,CON,CONTRACT FLEET,Trucklo
RM1185261,X,FZ TRANSPORTATION LLC,V432,CON,CONTRACT FLEET,Trucklo
RM1185275,X,M4 TRANSPORTATION INC,M512,CON,CONTRACT FLEET,Trucklo
RM1185316,X,T R WEST TRANSPORT LLC,0569,CON,CONTRACT FLEET,Trucklo
RM1185324,X,ALCOR TRANSPORTATION LLC,0937,CON,CONTRACT FLEET,Trucklo
RM1186154,X,STS TRANS LLC,N471,CON,CONTRACT FLEET,Trucklo
RM1186163,X,SUN MOTORCYCLES INC.,N509,CON,CONTRACT FLEET,Trucklo
RM1186165,A,BEVERLY FREIGHT INC,M689,CON,CONTRACT FLEET,Trucklo
RM1186320,X,H TIME TRANSPORT,M630,CON,CONTRACT FLEET,Trucklo
RM1186494,X,TTS EXPRESS INC,M846,CON,CONTRACT FLEET,Trucklo
RM1186560,A,WCL INC,M737,CON,CONTRACT FLEET,Trucklo
RM1186565,A,ANET TRANSPORT LLC,N718,CON,CONTRACT FLEET,Trucklo
RM118664,X,J and B THREE MEN MOVERS,D185,CON,CONTRACT FLEET,Trucklo
RM1186879,X,SHIELD CARRIERS INC,M705,CON,CONTRACT FLEET,Trucklo
RM1187306,A,DIVINE TRANS INC,V620,CON,CONTRACT FLEET,Trucklo
RM1188020,X,ISRAEL V VALENCIA,N900,CON,CONTRACT FLEET,Trucklo
RM11881,X,L. S. S. D. INC.,LSSD,CON,CONTRACT FLEET,Trucklo
RM118839,X,DADAS TRUCKING LLC,M484,CON,CONTRACT FLEET,Trucklo
RM1188428,X,VERUM LOGISTICS,S530,CON,CONTRACT FLEET,Trucklo
RM1188445,X,FAP TRANSPORT LLC,S814,CON,CONTRACT FLEET,Trucklo
RM1188472,A,BAM LOGISTICS LLC,1816,CON,CONTRACT FLEET,Trucklo
RM1188479,X,JIEMAO TRUCKING INC,N901,CON,CONTRACT FLEET,Trucklo
RM1188483,X,LEO S TRANSPORT LLC,M994,CON,CONTRACT FLEET,Trucklo
RM1188496,X,PANALEB BUSINESS MANAGEMENT LL,M740,CON,CONTRACT FLEET,Trucklo
RM1188508,A,MARA LOGISTICS LLC,A876,CON,CONTRACT FLEET,Trucklo
RM1188524,X,KGZ EXPRESS INC,S754,CON,CONTRACT FLEET,Trucklo
RM1188526,A,DELMARVA TRANSPORT INC,A463,CON,CONTRACT FLEET,Trucklo
RM1188542,X,CITY EXPRESS LLC,M735,CON,CONTRACT FLEET,Trucklo
RM118856,X,BRYAN R MORSON,N693,CON,CONTRACT FLEET,Trucklo
RM1188575,X,MMP BUSINESS INVEST CORP,1265,CON,CONTRACT FLEET,Trucklo
RM1188578,X,EVER S TRUCKING SERVICES LLC,S203,CON,CONTRACT FLEET,Trucklo
RM1188616,X,OSCAL TRUCKING,S906,CON,CONTRACT FLEET,Trucklo
RM1188642,X,S and K TRANSPORTERS LLC,U801,CON,CONTRACT FLEET,Trucklo
RM1188644,X,CHAY TRUCKING LLC,N539,CON,CONTRACT FLEET,Trucklo
RM1188648,A,BULCORP LOGISTICS LLC,M565,CON,CONTRACT FLEET,Trucklo
RM1188700,A,AMFB TRUCKING COMPANY,S351,CON,CONTRACT FLEET,Trucklo
RM118883,X,R. J. CLARK TRUCKING COMPANY-,CLRV,CON,CONTRACT FLEET,Trucklo
RM1189041,X,A 2B TRUCKING LLC,U730,CON,CONTRACT FLEET,Trucklo
RM1189050,A,CBUS FREIGHT INC,S523,CON,CONTRACT FLEET,Trucklo
RM1189054,A,FAST FREIGHT SERVICES INC,S496,CON,CONTRACT FLEET,Trucklo
RM1189116,X,ZAR EXPRESS INC,V390,CON,CONTRACT FLEET,Trucklo
RM1189126,X,VM OCHOA TRUCKING,M588,CON,CONTRACT FLEET,Trucklo
RM1189140,A,SILK ROAD TRANSPORTATION,2845,CON,CONTRACT FLEET,Trucklo
RM1189166,A,MURAMASTER EXPRESS INC,N218,CON,CONTRACT FLEET,Trucklo
RM1189178,A,UNICORN FREIGHT SOLUTIONS LLC,M586,CON,CONTRACT FLEET,Trucklo
RM1189186,X,ELIEL TRANSPORT LLC,M738,CON,CONTRACT FLEET,Trucklo
RM1189215,X,LOB TRUCKING LLC,M677,CON,CONTRACT FLEET,Trucklo
RM1189220,X,SAFEWAY CARGO LOGISTICS INC,3444,CON,CONTRACT FLEET,Trucklo
RM1189256,X,BENNY S TRANSPORT,A866,CON,CONTRACT FLEET,Trucklo
RM118940,A,QUEST TRANSPORTATION LLC,0094,CON,CONTRACT FLEET,Trucklo
RM1189515,A,WEST POINT INC,V470,CON,CONTRACT FLEET,Trucklo
RM1189887,X,DEMAND and SUPPLY TRUCKING INC,M657,CON,CONTRACT FLEET,Trucklo
RM1190072,A,KARAGAT INC,0628,CON,CONTRACT FLEET,Trucklo
RM1190093,X,ZYGIS ENTERPRISES- INC.,M607,CON,CONTRACT FLEET,Trucklo
RM1190127,X,A K FREIGHT,AKFH,CON,CONTRACT FLEET,Trucklo
RM1190136,A,ARFE TRANSPORT LLC,A284,CON,CONTRACT FLEET,Trucklo
RM1190138,X,TIGEL LOGISTICS INC,S884,CON,CONTRACT FLEET,Trucklo
RM1190147,X,FREIGHTSTAR TRUCKING INC,N964,CON,CONTRACT FLEET,Trucklo
RM1190173,X,ANJUNA TRANS LLC,N166,CON,CONTRACT FLEET,Trucklo
RM1190184,X,FIERCE OILFIELD SERVICE LP,N956,CON,CONTRACT FLEET,Trucklo
RM1190186,X,EZ HAUL TRANSPORT LLC,U896,CON,CONTRACT FLEET,Trucklo
RM1190189,X,SAFARA EXPRESS LLC,S223,CON,CONTRACT FLEET,Trucklo
RM119019,X,DESIGN TEAM SIGN COMPANY LLC,N364,CON,CONTRACT FLEET,Trucklo
RM1190206,X,LISSUS TRUCKING INC,M614,CON,CONTRACT FLEET,Trucklo
RM1190207,X,DJ TRANSGROUP INC,N519,CON,CONTRACT FLEET,Trucklo
RM1190218,X,SOORMA TRUCKING LLC,A789,CON,CONTRACT FLEET,Trucklo
RM1190229,X,IMOVE FREIGHT LOGISTICS LLC,M615,CON,CONTRACT FLEET,Trucklo
RM1190235,X,AVP TRANSPORT,S957,CON,CONTRACT FLEET,Trucklo
RM119038,X,APF TRUCKING CO.- INC.,8002,CON,CONTRACT FLEET,Trucklo
RM1190631,X,ALE LOGISTICS CORP,ALCG,CON,CONTRACT FLEET,Trucklo
RM1190644,X,NATHAN and BERNADETA TRUCKING,S961,CON,CONTRACT FLEET,Trucklo
RM1190651,X,CHERRY CREEK TRANSPORT LLC,V261,CON,CONTRACT FLEET,Trucklo
RM1190658,X,SM 2010,V264,CON,CONTRACT FLEET,Trucklo
RM1190675,X,S DAY and NIGHT TRAVELERS,N952,CON,CONTRACT FLEET,Trucklo
RM1190718,X,FARGO TRUCKING LLC,FRGG,CON,CONTRACT FLEET,Trucklo
RM119072,X,ALG TRANSPORT,4979,CON,CONTRACT FLEET,Trucklo
RM1190738,A,DOSKAYA LOGISTICS INC,1788,CON,CONTRACT FLEET,Trucklo
RM1190747,X,BRADSHAW TRUCKING LLC,M922,CON,CONTRACT FLEET,Trucklo
RM1190772,A,JR TRANS INC,JRTR,CON,CONTRACT FLEET,Trucklo
RM1190785,A,SMART LINE LLC,7287,CON,CONTRACT FLEET,Trucklo
RM119111,A,ACTIVA TRUCKING- LLC,M359,CON,CONTRACT FLEET,Trucklo
RM119153,X,MAJESTIC CARRIERS INC,2798,CON,CONTRACT FLEET,Trucklo
RM1191572,A,WISE TRUCKING LLC,0734,CON,CONTRACT FLEET,Trucklo
RM1191665,X,ATS VIRTUAL SOLUTIONS LLC,M651,CON,CONTRACT FLEET,Trucklo
RM1191685,X,D and D TRUCKING TRANSPORTATIO,U645,CON,CONTRACT FLEET,Trucklo
RM1191688,X,T and A GLOBAL XPRESS CORP,N029,CON,CONTRACT FLEET,Trucklo
RM1191729,X,ARGOS EXPRESS,M673,CON,CONTRACT FLEET,Trucklo
RM1191734,A,A and N TRANSPORT INC,0906,CON,CONTRACT FLEET,Trucklo
RM1191740,X,SPEEDWAY CARRIER LLC,M642,CON,CONTRACT FLEET,Trucklo
RM1191744,A,ZAR EXPRESS INC,N530,CON,CONTRACT FLEET,Trucklo
RM1191750,A,GREEN BAY TRUCKING LLC,7122,CON,CONTRACT FLEET,Trucklo
RM1191753,X,PREMIER MOVERS OF THE SOUTH LL,M644,CON,CONTRACT FLEET,Trucklo
RM1191797,X,JOBEE EXPRESS LLC,S730,CON,CONTRACT FLEET,Trucklo
RM1191861,X,MY FAMILY MOVING LLC,N288,CON,CONTRACT FLEET,Trucklo
RM1192553,X,OLWE TRANSPORT LLC,N699,CON,CONTRACT FLEET,Trucklo
RM1192909,X,MERLIN LOGISTICS- LLC,U438,CON,CONTRACT FLEET,Trucklo
RM1193275,X,KHAN TRUCKING,S446,CON,CONTRACT FLEET,Trucklo
RM1193282,X,NS TRUCKING LLC,N867,CON,CONTRACT FLEET,Trucklo
RM1193623,X,REDFEAR TRANSPORT LLC,U913,CON,CONTRACT FLEET,Trucklo
RM1193633,X,PORTCASTLE TRANSPORTATION,7255,CON,CONTRACT FLEET,Trucklo
RM1193638,X,M and M CARRIER SERVICES INC,M699,CON,CONTRACT FLEET,Trucklo
RM1193642,X,R AND B FREIGHT INC,S260,CON,CONTRACT FLEET,Trucklo
RM1193653,X,K M and A EXPRESS- LLC,0411,CON,CONTRACT FLEET,Trucklo
RM1193711,X,RIGHT CHOICE TRANS INC,N043,CON,CONTRACT FLEET,Trucklo
RM1193754,X,SALAH TRANS LLC,S558,CON,CONTRACT FLEET,Trucklo
RM1193776,X,NAET TRUCKING INC,V028,CON,CONTRACT FLEET,Trucklo
RM1193783,A,BOWLING GREEN LOGISTICS USA IN,S939,CON,CONTRACT FLEET,Trucklo
RM1193787,X,DEDICATED TRUCKING LLC,M820,CON,CONTRACT FLEET,Trucklo
RM1193847,X,SHADOW TRUCK LINES LLC,N563,CON,CONTRACT FLEET,Trucklo
RM1193860,A,NOVAS EXPRESS INC,0324,CON,CONTRACT FLEET,Trucklo
RM119394,X,1ST LEADING CARGO,P331,CON,CONTRACT FLEET,Trucklo
RM1194044,X,GROUND WORK TRANSPORT- LLC,U515,CON,CONTRACT FLEET,Trucklo
RM1194184,A,ZOYA LOGISTICS LLC,C267,CON,CONTRACT FLEET,Trucklo
RM1194188,X,ELMO TRUCKING INC,U996,CON,CONTRACT FLEET,Trucklo
RM119444,X,STL TRANSPORT- INC,3789,CON,CONTRACT FLEET,Trucklo
RM1194563,A,J and Z LOGISTICS INC,N235,CON,CONTRACT FLEET,Trucklo
RM1194573,A,PHILLIPS TRANSPORTATION INC,0138,CON,CONTRACT FLEET,Trucklo
RM1194671,X,LIGHT LOGISTIC INC,N632,CON,CONTRACT FLEET,Trucklo
RM1194674,X,TRAILWAYS TRANSPORTATION LLC,V331,CON,CONTRACT FLEET,Trucklo
RM1194748,A,NMA GROUP INC,S784,CON,CONTRACT FLEET,Trucklo
RM1194756,X,SUPERIOR TRUCKING AND TRANSPOR,0476,CON,CONTRACT FLEET,Trucklo
RM1194803,A,PROFIT TRANSPORTATION LLC,0537,CON,CONTRACT FLEET,Trucklo
RM1194820,A,VECTOR TRANSPORT INC,0915,CON,CONTRACT FLEET,Trucklo
RM119518,A,RITCHIE TRUCKING SERVICE HOLDI,B948,CON,CONTRACT FLEET,Trucklo
RM1195183,X,HAWKINS TRANSPORTATION,M982,CON,CONTRACT FLEET,Trucklo
RM1195191,X,LV EXPRESS LLC,N361,CON,CONTRACT FLEET,Trucklo
RM119525,X,STONEBRIDGE TRUCKING INC,SBGK,CON,CONTRACT FLEET,Trucklo
RM1195314,X,S V A LOGISTICS INC,S129,CON,CONTRACT FLEET,Trucklo
RM1195332,A,M-A HAULERS LLC,0193,CON,CONTRACT FLEET,Trucklo
RM1195454,X,KIROBB ENTERPRISE LLC,S945,CON,CONTRACT FLEET,Trucklo
RM1195561,A,WINDY CITY CARGO INC,S299,CON,CONTRACT FLEET,Trucklo
RM1195613,X,DERBY LORRYING,N331,CON,CONTRACT FLEET,Trucklo
RM1195660,X,NATIONAL SKY FREIGHT INC,L252,CON,CONTRACT FLEET,Trucklo
RM119569,X,VALUE INDUSTRY INC,VIIC,CON,CONTRACT FLEET,Trucklo
RM1196037,A,IHAUL FREIGHT- INC.,N053,CON,CONTRACT FLEET,Trucklo
RM1196054,X,MITCHELL TRANSPORTATION LLC,N742,CON,CONTRACT FLEET,Trucklo
RM119637,X,RICHMAN TRUCKING- INC.,8979,CON,CONTRACT FLEET,Trucklo
RM1196410,X,VJA TRANSPORT INC,M726,CON,CONTRACT FLEET,Trucklo
RM119642,X,MENDOZA TRUCKING,9113,CON,CONTRACT FLEET,Trucklo
RM1196433,X,SMM TRANSPORTATION INC,U021,CON,CONTRACT FLEET,Trucklo
RM1196498,X,MPL SERVICES INC.,N004,CON,CONTRACT FLEET,Trucklo
RM1196528,X,ALLIANCE TRUCK LLC,U298,CON,CONTRACT FLEET,Trucklo
RM1196549,X,JAIME  ENRIQUE JUAREZ,N266,CON,CONTRACT FLEET,Trucklo
